match_id,radiant_win
6,0.8241722525208751
7,0.7551169223608905
10,0.18397710765703765
13,0.8380199968945962
16,0.2233409627628829
18,0.35961979429113
19,0.5633662267452609
24,0.5688291930321023
33,0.20953221185219992
37,0.6806665926578608
41,0.1539201046542571
42,0.3128091563283546
55,0.2214790537260922
60,0.6519681291538478
62,0.5647144450018957
63,0.6110280587552588
64,0.08690697887477432
71,0.5420920858837102
72,0.30075468010806744
83,0.5086064445724869
85,0.7864785511176332
89,0.9313957171456548
92,0.7569107273091003
100,0.9576791508853048
102,0.8860130406703379
108,0.531000877827897
111,0.776543146272299
126,0.1885488269699327
130,0.048574993447919816
140,0.7799651962244765
141,0.2745582455979755
152,0.8481723340075802
153,0.7646464158765264
159,0.569443977151116
160,0.5946439809177829
163,0.6033485182488623
178,0.5658710033412351
179,0.3819505296790214
181,0.6628362829791188
196,0.1555114153535601
206,0.11316527792584469
209,0.5429038641633163
216,0.5391053108093057
228,0.0735833905798074
230,0.42889634664408305
242,0.7263279828869827
245,0.17541626086071962
261,0.48917090233074345
274,0.49040385330900554
282,0.7247905706796905
289,0.5017337576913721
296,0.10217685596223527
297,0.610760687400655
302,0.3090379457537685
304,0.026699123735205867
313,0.7754997489260759
316,0.49055094669995264
317,0.4192504310417431
344,0.8777530319091533
348,0.7607596732499807
352,0.4984347136026204
354,0.5654750167365112
361,0.4511540674814383
362,0.2209008660373824
363,0.7386499546661882
365,0.4029521209841029
375,0.2918631857346837
380,0.31386930530509466
384,0.5503254393508153
394,0.7759837075937416
399,0.5951496343775918
404,0.7366818926464872
406,0.6321220154179955
430,0.15354084164439077
432,0.28583837316551425
443,0.4615857212656117
463,0.5870487637889521
467,0.5155442058693588
474,0.17483284722576897
488,0.21843729109079252
502,0.9091788980471117
503,0.2925080026961147
507,0.276605802890716
508,0.3970691660859962
509,0.4445164140409395
516,0.3554583015380649
528,0.2696525751967576
542,0.6160803939594303
547,0.16406964578580072
552,0.5688807452395154
555,0.5925116496361723
561,0.618748997474311
569,0.7937942933495372
575,0.9524549806305225
576,0.8021187394000611
582,0.19144985094515926
585,0.4329782846021462
586,0.5480181665781928
590,0.7983807738837824
592,0.20226749523242546
598,0.39202521102478133
599,0.2731358337282816
600,0.7150854312872215
601,0.5630967612196774
603,0.33094295394472634
617,0.4703113872570306
628,0.4098568511182959
634,0.13796433235346978
635,0.31493127390704895
639,0.4367588434990696
644,0.639272283084713
646,0.7384719335083584
650,0.0908926623278157
659,0.8502583745324409
663,0.3519965692347678
668,0.6549485859405211
670,0.4173500249815934
678,0.41999738821239674
679,0.2827354824665087
686,0.7836588165219729
694,0.2855064304916489
696,0.8958750031084747
702,0.8943796106300707
709,0.38874678148506686
712,0.3655229697659273
723,0.21911383082844327
729,0.4185664176974894
733,0.7183672855396943
735,0.40349400539984376
737,0.3797831774776551
749,0.6826293504029108
752,0.4615665258960449
767,0.9209842693336473
771,0.12411514805465687
778,0.48691740542527073
780,0.748487031189243
790,0.5112243579921386
797,0.34767165652759346
802,0.31613336317020924
805,0.7169073391848455
807,0.755550117880088
808,0.8465344293847546
811,0.3321297884589528
815,0.12811836812539665
820,0.7528012126970253
838,0.159806501103709
861,0.16457658999118505
886,0.2367705855422544
889,0.10274628514401798
904,0.6504854287562007
913,0.4300489038494292
928,0.6966276771295901
931,0.6181349228775532
932,0.6622126708285713
945,0.7337072278496587
953,0.8712545796020573
955,0.3378668260720574
970,0.5304146026813217
972,0.4152884542202943
978,0.5707433690211033
982,0.7800085733268534
983,0.7067616957024291
984,0.32624617108919246
987,0.53490849480616
1000,0.6121574521748595
1006,0.5872783827130759
1014,0.7565262898044587
1030,0.5563461481213973
1037,0.750220770962359
1044,0.6126064809831954
1046,0.8026977050133117
1048,0.4376749520514014
1053,0.8602148807964207
1057,0.6930806574790628
1077,0.8918373955466837
1085,0.9617550191135552
1087,0.7291011620269452
1088,0.7306758710965602
1096,0.11280978092876089
1098,0.9581010465068671
1100,0.1085159963363949
1113,0.7007185795828396
1119,0.7225117921579396
1127,0.5085661831642736
1142,0.35471029027891826
1148,0.3601596845605561
1157,0.21209933263843547
1158,0.7343069408316459
1163,0.40547120105550954
1167,0.6286185321847896
1168,0.32664588354161395
1181,0.06457799916464299
1183,0.23059788096285067
1191,0.5717624538278717
1192,0.1462113278843137
1198,0.7765901088687875
1216,0.17229171799113974
1218,0.644986371151376
1221,0.9646996706880808
1222,0.3166767608968106
1225,0.13926713933494023
1226,0.4462611658943557
1230,0.19000287361871768
1242,0.7400803394181643
1247,0.6731960523002928
1253,0.32600867347157875
1259,0.5972631137421978
1271,0.8557215544340439
1282,0.5227708356115602
1284,0.9492593963478456
1293,0.4114585913603581
1294,0.6236768543957905
1298,0.42018674041433224
1306,0.6105260985180122
1316,0.6852778578381201
1321,0.32091622921798474
1331,0.4224209645408124
1336,0.17821859227025447
1341,0.5450853351509614
1348,0.5249517942374662
1356,0.8657216565824432
1384,0.2874772965963699
1389,0.606529061964656
1391,0.5937992743816191
1413,0.8071553122339558
1419,0.6193291517380423
1426,0.8277213844228425
1440,0.6851053508166957
1445,0.582701642111006
1465,0.41146658412067016
1470,0.45773941458235134
1472,0.5045255769705216
1484,0.5452448683828127
1485,0.10515570416435366
1486,0.8815728003176787
1488,0.5707654361399557
1498,0.03971093871706246
1508,0.6610886540625922
1518,0.8476682385821896
1526,0.22763453589804022
1527,0.7406713647834684
1528,0.24084500738698086
1540,0.6172601457680746
1546,0.4599418442395133
1551,0.784455664671234
1564,0.7784264594024497
1565,0.8824621192613858
1568,0.9267846865025495
1572,0.6616758381852802
1573,0.1223291377276619
1581,0.40939504798716186
1585,0.8960514968280675
1588,0.2703831983142636
1595,0.2166246531687936
1596,0.28353805703684287
1603,0.2922545748103231
1615,0.6320373518410799
1621,0.4552467838754147
1623,0.23473548107037012
1630,0.4191473106725207
1636,0.6556714780194992
1642,0.21226344616273832
1654,0.73783190714554
1657,0.8787718764690484
1665,0.39975451394663175
1666,0.7858346843170226
1676,0.7367511392160071
1678,0.5373927803442858
1683,0.4983655658478717
1685,0.05421359246008224
1687,0.014947728978570834
1690,0.2164951752747497
1702,0.39274776926768545
1703,0.24100208517392457
1714,0.29823342608458614
1716,0.5781529725706115
1726,0.17966264954510686
1748,0.3101859218362109
1750,0.2030793173518661
1762,0.949568948860597
1765,0.10677054838360546
1767,0.5517738337986988
1773,0.3567134219610461
1774,0.18553630649493366
1776,0.6541861507256651
1782,0.832543198832526
1799,0.518285365585133
1803,0.4928995181799287
1811,0.39408437179383216
1820,0.4573721357796618
1823,0.7872739203356709
1864,0.6929385849813072
1871,0.5321582445889694
1874,0.07949145840511687
1878,0.31840686863958145
1888,0.7050882231078157
1895,0.8193911978698333
1896,0.4445765755596128
1899,0.5363690089892488
1901,0.5576918783631616
1903,0.639574899305625
1913,0.16513831312420443
1935,0.7826648575793274
1946,0.2201424972523816
1958,0.7878949161801704
1960,0.5314983640648617
1968,0.35954275992612367
1969,0.545602155366912
1973,0.2447781270731148
1974,0.49035784595201576
1977,0.4622481897313808
1992,0.6460923716146088
1995,0.18864743806859502
2001,0.7750152176580377
2017,0.48133202844647305
2018,0.22251225297545565
2020,0.37061680576173267
